시도,시군구,총계,한우(두)_소계,한우(두)_허가,한우(두)_신고,한우(두)_신고미만,젖소(두)_소계,젖소(두)_허가,젖소(두)_신고,젖소(두)_신고미만,돼지(두)_소계,돼지(두)_허가,돼지(두)_신고,돼지(두)_신고미만,닭(두)_소계,닭(두)_허가,닭(두)_신고,닭(두)_신고미만,말(두)_소계,말(두)_허가,말(두)_신고,말(두)_신고미만,산양_염소(두)_소계,산양_염소(두)_허가,산양_염소(두)_신고,산양_염소(두)_신고미만,면양_육양(두)_소계,면양_육양(두)_허가,면양_육양(두)_신고,면양_육양(두)_신고미만,사슴(두)_소계,사슴(두)_허가,사슴(두)_신고,사슴(두)_신고미만,개(두)_소계,개(두)_허가,개(두)_신고,개(두)_신고미만,오리(두)_소계,오리(두)_허가,오리(두)_신고,오리(두)_신고미만,타조(두)_소계,타조(두)_허가,타조(두)_신고,타조(두)_신고미만,가금기타(두)_소계,가금기타(두)_허가,가금기타(두)_신고,가금기타(두)_신고미만
충청남도,예산군,1511514,44117,27867,16250,0,7296,4791,2505,0,163515,133415,30100,0,1289930,16200,1273730,0,24,0,24,0,158,0,158,0,0,0,0,0,0,0,0,0,4832,0,4832,0,1642,0,1642,0,0,0,0,0,0,0,0,0
충청남도,천안시동남구,1794910,8218,3782,4436,0,4681,2704,1977,0,102337,91573,10764,0,1376800,90000,1286800,0,0,0,0,0,294,0,294,0,0,0,0,0,90,0,90,0,3354,0,3354,0,299136,5000,294136,0,0,0,0,0,0,0,0,0
충청남도,천안시서북구,612565,4108,2499,1609,0,6351,4214,2137,0,37535,29603,7932,0,509990,175000,334990,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,0,3041,0,51500,0,51500,0,0,0,0,0,0,0,0,0
충청남도,청양군,1303801,13810,1406,2399,10005,624,258,154,212,35050,23195,7145,4710,1203147,0,439500,763647,25,0,0,25,1756,0,0,1756,0,0,0,0,201,0,0,201,4091,0,1,4090,45091,0,0,45091,0,0,0,0,6,0,0,6
충청남도,태안군,124701,3912,2542,1370,0,1645,1186,459,0,15429,13819,1610,0,103280,19280,84000,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,4474161,53003,23612,29316,75,4030,2392,1638,0,535390,384828,132735,17827,3591023,0,3591023,0,60,0,60,0,250,0,250,0,0,0,0,0,885,0,885,0,9743,846,8897,0,279777,0,279777,0,0,0,0,0,0,0,0,0
전라북도,고창군,3621151,20640,12222,6457,1961,13959,11635,2324,0,119936,110826,9110,0,2721315,102612,2618703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,151,0,745150,0,745150,0,0,0,0,0,0,0,0,0
전라북도,군산시,755673,7100,1925,2321,2854,939,250,405,284,42506,37206,4799,501,702768,6528,262498,433742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,0,2079,0,281,0,0,281,0,0,0,0,0,0,0,0
전라북도,김제시,5805839,36642,2599,7261,26782,1325,0,0,1325,248474,111059,100830,36585,5325404,0,2029125,3296279,124,4,0,120,1361,0,157,1204,0,0,0,0,500,1,109,390,12641,0,2232,10409,179368,0,62987,116381,0,0,0,0,0,0,0,0
전라북도,남원시,5229003,36307,23165,13142,0,3296,2522,774,0,78007,63773,14234,0,4274968,137732,4137236,0,107,107,0,0,519,454,65,0,0,0,0,0,0,0,0,0,2502,0,2502,0,833297,0,833297,0,0,0,0,0,0,0,0,0
전라북도,무주군,220985,7835,783,4334,2718,500,158,323,19,16299,13934,1934,431,181500,0,136151,45349,1,0,0,1,602,0,0,602,0,0,0,0,50,0,0,50,1652,0,200,1452,12546,0,4807,7739,0,0,0,0,0,0,0,0
전라북도,부안군,7508524,23724,8654,8668,6402,1365,585,531,249,41894,30107,11288,499,3603302,106350,3135447,361505,18,18,0,0,1123,0,1123,0,0,0,0,0,508,0,508,0,4989,0,4989,0,3831601,0,3014053,817548,0,0,0,0,0,0,0,0
전라북도,순창군,961348,13841,8191,5650,0,1244,916,150,178,16691,15608,983,100,859735,0,859735,0,3,0,3,0,459,0,459,0,0,0,0,0,85,0,0,85,1800,0,1800,0,67490,0,67490,0,0,0,0,0,0,0,0,0
전라북도,완주군,1767165,26941,1915,12572,12454,2643,205,1806,632,71957,63056,7789,1112,1660829,8333,1181200,471296,31,0,0,31,2689,0,38,2651,0,0,0,0,224,0,0,224,1155,0,0,1155,696,0,477,219,0,0,0,0,0,0,0,0
전라북도,익산시,7548986,31415,13624,14286,3505,2555,928,1240,387,216918,80834,134067,2017,7232338,1685808,5379322,167208,85,0,0,85,3282,0,0,3282,0,0,0,0,154,0,3,151,17124,0,761,16363,45115,0,21516,23599,0,0,0,0,0,0,0,0
전라북도,임실군,1961569,16797,10436,6361,0,6642,5360,1282,0,55208,54223,985,0,1755395,980101,775294,0,6,0,6,0,1080,0,70,1010,0,0,0,0,22,0,0,22,2769,0,124,2645,123650,77650,46000,0,0,0,0,0,0,0,0,0
전라북도,장수군,1108818,30342,13075,16062,1205,65,65,0,0,48195,36392,8173,3630,924132,0,376554,547578,526,347,0,179,2432,0,548,1884,0,0,0,0,97,0,0,97,1916,0,913,1003,101113,0,36519,64594,0,0,0,0,0,0,0,0
전라북도,전주시덕진구,46876,384,80,229,75,43,0,43,0,3007,3000,7,0,40000,0,35000,5000,32,32,0,0,0,0,0,0,0,0,0,0,110,0,0,110,0,0,0,0,3300,0,0,3300,0,0,0,0,0,0,0,0
전라북도,전주시완산구,8390,18,0,0,18,0,0,0,0,0,0,0,0,8200,0,0,8200,0,0,0,0,80,0,0,80,0,0,0,0,2,0,0,2,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
전라북도,정읍시,4287942,75728,50725,24935,68,7079,5817,1262,0,350602,317350,28103,5149,2956972,0,2956972,0,199,145,54,0,4169,0,2984,1185,0,0,0,0,0,0,0,0,16831,0,16831,0,876362,5903,862459,8000,0,0,0,0,0,0,0,0
전라북도,진안군,4101973,7190,1236,1521,4433,1057,713,112,232,63182,10240,2124,50818,3958821,0,2313733,1645088,8,0,0,8,3843,0,272,3571,0,0,0,0,70,0,26,44,604,0,206,398,67198,0,28000,39198,0,0,0,0,0,0,0,0
전라남도,강진군,1033903,30431,12128,10775,7528,121,0,30,91,15163,12140,2855,168,485281,687,248209,236385,13,5,0,8,4343,100,1774,2469,0,0,0,0,95,11,0,84,5319,0,1670,3649,493072,107142,313251,72679,29,0,0,29,36,0,0,36
전라남도,고흥군,286120,23741,7518,12762,3461,2090,673,1417,0,22823,12920,9903,0,67167,0,67167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,612,0,169687,0,169687,0,0,0,0,0,0,0,0,0
전라남도,곡성군,1147911,14478,7378,1715,5385,1398,1078,179,141,23320,11425,10895,1000,635852,0,625652,10200,40,0,40,0,1377,0,1377,0,0,0,0,0,0,0,0,0,1651,0,1651,0,469795,0,469795,0,0,0,0,0,0,0,0,0
전라남도,광양시,46072,4012,624,2089,1299,34,0,34,0,10076,6284,3740,52,18560,0,1373,17187,0,0,0,0,765,0,486,279,0,0,0,0,0,0,0,0,1462,0,255,1207,1066,0,0,1066,0,0,0,0,10097,0,0,10097
전라남도,구례군,776404,7530,307,243,6980,338,0,202,136,18504,9712,8751,41,313445,0,137530,175915,9,0,0,9,580,0,0,580,0,0,0,0,1,0,0,1,1349,0,122,1227,434648,0,355025,79623,0,0,0,0,0,0,0,0
전라남도,나주시,7569606,45120,19171,22694,3255,7637,5713,1898,26,112068,102941,9009,118,6599626,6563720,34900,1006,94,0,78,16,4474,0,4110,364,0,0,0,0,743,0,560,183,4194,0,2675,1519,795650,661600,133900,150,0,0,0,0,0,0,0,0
전라남도,담양군,700486,25320,14312,6286,4722,808,470,0,338,19678,16855,2513,310,531390,9720,227220,294450,52,0,52,0,1016,0,0,1016,0,0,0,0,235,0,10,225,6895,0,1953,4942,114792,4231,107321,3240,0,0,0,0,300,0,0,300
전라남도,목포시,1275,225,0,225,0,0,0,0,0,800,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도,무안군,4074739,30460,5106,24510,844,643,200,138,305,221535,192586,28805,144,3366258,0,2698358,667900,13,0,13,0,230,0,230,0,0,0,0,0,0,0,0,0,20000,0,20000,0,435600,0,419600,16000,0,0,0,0,0,0,0,0
전라남도,보성군,1145291,18845,5330,4450,9065,1727,791,606,330,29390,28167,960,263,765023,140000,398000,227023,110,0,0,110,6919,0,200,6719,0,0,0,0,215,0,70,145,2467,0,0,2467,320500,0,244365,76135,0,0,0,0,95,0,0,95
전라남도,순천시,855425,11972,3820,8152,0,5063,2635,2428,0,58414,41232,17182,0,682554,0,682554,0,29,0,29,0,2002,0,2002,0,0,0,0,0,0,0,0,0,1391,0,1391,0,94000,0,94000,0,0,0,0,0,0,0,0,0
전라남도,신안군,46143,9327,4465,4862,0,0,0,0,0,26924,20355,6569,0,7000,0,7000,0,66,39,27,0,50,0,50,0,0,0,0,0,0,0,0,0,1538,0,1538,0,1238,0,1238,0,0,0,0,0,0,0,0,0
전라남도,영광군,2748939,25509,8612,7633,9264,1519,661,214,644,92275,77865,10358,4052,2496758,0,1651894,844864,69,0,69,0,1769,0,223,1546,0,0,0,0,1051,0,0,1051,1355,0,1355,0,128634,0,119390,9244,0,0,0,0,0,0,0,0
전라남도,영암군,1951450,37968,13142,10002,14824,4065,2436,1133,496,61969,55581,6327,61,1056900,0,609400,447500,61,0,0,61,4350,0,2300,2050,0,0,0,0,156,0,0,156,3381,0,1900,1481,782600,0,521000,261600,0,0,0,0,0,0,0,0
전라남도,완도군,17192,10051,756,8784,511,0,0,0,0,7098,0,7040,58,0,0,0,0,12,0,12,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도,장성군,775968,13884,3127,4335,6422,950,672,165,113,29292,28773,365,154,674778,0,662719,12059,62,0,60,2,894,0,0,894,0,0,0,0,522,0,121,401,8989,0,2281,6708,46597,0,19203,27394,0,0,0,0,0,0,0,0
전라남도,장흥군,988877,51006,23285,27721,0,220,0,220,0,15914,11553,4361,0,322646,0,322646,0,363,148,215,0,128,0,128,0,0,0,0,0,0,0,0,0,1673,0,1673,0,596927,18162,578765,0,0,0,0,0,0,0,0,0
전라남도,진도군,264878,3856,600,1751,1505,0,0,0,0,2318,350,1327,641,20000,0,18000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,888,5,237811,0,237748,63,0,0,0,0,0,0,0,0
전라남도,함평군,3809182,34420,8801,9641,15978,3330,1109,1531,690,84023,74349,8704,970,3416663,0,2360912,1055751,2,0,0,2,2254,0,0,2254,30,0,0,30,119,0,0,119,5237,0,0,5237,263104,0,139138,123966,0,0,0,0,0,0,0,0
전라남도,해남군,1328611,46651,22062,24589,0,1895,891,1004,0,92202,78043,14159,0,694436,206890,487546,0,15,0,15,0,2498,0,2498,0,0,0,0,0,0,0,0,0,7193,0,7193,0,483721,0,483721,0,0,0,0,0,0,0,0,0
전라남도,화순군,780603,14916,5388,3457,6071,1983,421,0,1562,41934,35950,3900,2084,541974,0,341200,200774,37,36,0,1,6431,0,800,5631,6,0,0,6,148,0,0,148,6308,0,0,6308,16787,0,0,16787,0,0,0,0,150079,0,0,150079
경상북도,경산시,401438,32997,6951,22852,3194,2714,653,1932,129,69579,50116,19387,76,268170,0,263685,4485,41,0,29,12,1560,0,50,1510,0,0,0,0,53,0,23,30,3616,0,3492,124,600,0,600,0,0,0,0,0,22108,0,158,21950
경상북도,경주시,2555564,71828,20225,24087,27516,12506,8342,4028,136,127254,113397,13470,387,2312215,0,2309939,2276,2342,0,2342,0,8808,0,8808,0,0,0,0,0,6981,0,6981,0,13630,0,13630,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,고령군,300312,15459,2641,6361,6457,1308,801,348,159,114291,103285,10216,790,165823,0,164613,1210,14,13,0,1,746,0,0,746,0,0,0,0,18,0,0,18,933,0,256,677,0,0,0,0,0,0,0,0,1720,0,0,1720
경상북도,구미시,189933,36030,942,20773,14315,937,0,742,195,60746,30276,30421,49,79000,0,79000,0,185,50,135,0,141,0,137,4,0,0,0,0,120,0,90,30,3774,0,3774,0,9000,0,9000,0,0,0,0,0,0,0,0,0
경상북도,군위군,1260390,13184,1772,3505,7907,792,488,236,68,124795,92035,6252,26508,1110608,0,1030500,80108,0,0,0,0,317,0,0,317,0,0,0,0,367,0,342,25,0,0,0,0,0,0,0,0,0,0,0,0,10327,0,0,10327
경상북도,김천시,1520700,22640,13969,8671,0,2235,1137,1098,0,38216,35784,2432,0,1446675,0,1446675,0,24,0,24,0,130,0,130,0,0,0,0,0,0,0,0,0,10780,0,10780,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,문경시,1305095,33101,14419,11205,7477,2714,1678,661,375,49631,26931,22700,0,1205022,210500,899833,94689,42,0,13,29,1355,0,899,456,0,0,0,0,130,0,0,130,881,0,818,63,12200,0,12000,200,0,0,0,0,19,0,0,19
경상북도,봉화군,2350225,22524,18296,3871,357,145,0,145,0,30691,30159,273,259,2218734,23,2211112,7599,27,0,10,17,2041,0,83,1958,0,0,0,0,74,0,12,62,535,0,16,519,75151,0,75030,121,0,0,0,0,303,0,9,294
경상북도,상주시,3485629,67452,24151,36426,6875,2992,1881,971,140,55119,22919,32199,1,3055254,193000,2801685,60569,63,0,58,5,806,0,150,656,0,0,0,0,143,0,0,143,3425,0,2425,1000,2,0,0,2,0,0,0,0,300373,0,300000,373
경상북도,성주군,831381,16021,6454,8642,925,211,122,89,0,87930,85810,2030,90,698356,50000,644515,3841,0,0,0,0,3608,0,91,3517,0,0,0,0,118,0,0,118,4459,0,3737,722,20553,0,20000,553,0,0,0,0,125,0,0,125
경상북도,안동시,785916,41227,17360,20214,3653,318,154,124,40,100969,74449,26029,491,635557,0,599557,36000,0,0,0,0,1125,0,0,1125,0,0,0,0,79,0,30,49,6641,0,6641,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,영덕군,51723,6470,3232,3238,0,133,0,133,0,4574,2121,2453,0,37600,0,37600,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2934,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,영양군,19949,3993,1524,1869,600,331,331,0,0,73,0,36,37,10636,0,7520,3116,2,0,0,2,2410,0,875,1535,0,0,0,0,37,0,0,37,2467,0,1670,797,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,영주시,3845677,46412,11485,30980,3947,1103,573,526,4,68973,68212,750,11,3712854,34010,3495368,183476,44,0,26,18,2571,0,0,2571,0,0,0,0,401,0,17,384,3069,0,0,3069,10168,0,10000,168,0,0,0,0,82,0,0,82
경상북도,영천시,1500709,38408,1503,25584,11321,2751,312,2370,69,194722,96774,97831,117,550452,79500,452100,18852,26,0,24,2,423,0,0,423,0,0,0,0,61,0,59,2,469,0,465,4,2804,0,2800,4,0,0,0,0,710593,0,310220,400373
경상북도,예천군,1035014,37937,9984,16108,11845,624,188,323,113,41877,40181,1696,0,893171,617474,169800,105897,8,0,0,8,3963,0,0,3963,0,0,0,0,106,0,0,106,3543,0,850,2693,53498,7463,2000,44035,0,0,0,0,287,0,0,287
경상북도,울릉군,845,413,0,225,188,0,0,0,0,0,0,0,0,306,0,0,306,0,0,0,0,126,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,울진군,20322,10072,1656,6711,1705,0,0,0,0,2560,2352,109,99,5104,0,1100,4004,24,0,24,0,390,0,0,390,0,0,0,0,12,0,0,12,2160,0,900,1260,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,의성군,3425327,29227,8043,14994,6190,700,277,361,62,62515,55830,6685,0,3331166,285000,2964400,81766,9,0,3,6,1262,0,87,1175,0,0,0,0,86,0,80,6,283,0,0,283,47,0,0,47,0,0,0,0,32,0,0,32
경상북도,청도군,396305,23202,0,11682,11520,656,0,555,101,40334,0,40220,114,330968,0,273000,57968,0,0,0,0,1145,0,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,청송군,334855,8382,3396,4986,0,1049,798,251,0,6676,5972,704,0,313222,0,313222,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5518,0,5518,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,칠곡군,1833132,11353,3419,7134,800,961,512,449,0,34300,27650,6650,0,1482497,0,1441230,41267,19,0,19,0,2191,0,570,1621,0,0,0,0,26,0,0,26,581,0,431,150,112,0,80,32,0,0,0,0,301092,0,5,301087
경상북도,포항시남구,50563,4339,786,3553,0,686,99,587,0,9751,6467,3284,0,34910,0,34910,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,포항시북구,265498,17982,9277,8432,273,2567,1381,1186,0,32343,24646,7697,0,210090,0,210090,0,74,37,37,0,67,0,67,0,0,0,0,0,0,0,0,0,2375,0,2375,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,거제시,365226,2401,784,934,683,0,0,0,0,3808,3800,0,8,354750,0,354000,750,18,8,10,0,1778,0,0,1778,0,0,0,0,162,0,0,162,1545,0,1510,35,755,0,0,755,9,0,0,9,0,0,0,0
경상남도,거창군,1965532,29363,15372,13353,638,701,571,130,0,56245,45740,10505,0,1604000,0,1604000,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,250,950,274000,0,274000,0,0,0,0,0,0,0,0,0
경상남도,고성군,864515,15646,3411,8728,3507,3876,1207,1767,902,83393,69983,12310,1100,662696,0,509560,153136,0,0,0,0,2837,0,954,1883,0,0,0,0,507,0,250,257,3405,0,1438,1967,92067,0,59520,32547,0,0,0,0,88,0,0,88
경상남도,김해시,1718600,28453,15723,7941,4789,1645,1151,494,0,194028,179315,14713,0,1482622,0,448169,1034453,86,0,57,29,967,0,0,967,0,0,0,0,104,0,0,104,9252,0,502,8750,1443,0,1443,0,0,0,0,0,0,0,0,0
경상남도,남해군,70501,11025,4114,2370,4541,361,264,0,97,5882,5878,0,4,48248,0,45000,3248,19,0,0,19,3181,0,122,3059,39,0,0,39,28,0,0,28,1675,0,0,1675,35,0,0,35,1,0,0,1,7,0,0,7
경상남도,밀양시,630343,24275,11156,5608,7511,1612,1530,78,4,62075,57862,4213,0,539685,0,530410,9275,91,50,23,18,841,0,0,841,0,0,0,0,54,0,0,54,1010,0,675,335,700,0,700,0,0,0,0,0,0,0,0,0
경상남도,사천시,130676,10794,4620,6174,0,4226,1868,2358,0,48521,44778,3743,0,50500,0,50500,0,0,0,0,0,600,0,600,0,0,0,0,0,50,0,50,0,985,0,985,0,15000,0,15000,0,0,0,0,0,0,0,0,0
경상남도,산청군,1296760,11886,3968,4651,3267,1183,961,222,0,93404,91274,2051,79,900996,0,888614,12382,8,0,7,1,3420,0,0,3420,0,0,0,0,185,0,0,185,2540,0,419,2121,13065,0,13000,65,0,0,0,0,270073,0,0,270073
경상남도,양산시,1719658,3627,363,793,2471,1376,420,333,623,71316,63060,7883,373,1253432,0,1216450,36982,30,30,0,0,910,0,16,894,35,0,0,35,522,0,0,522,3912,0,214,3698,363,0,0,363,0,0,0,0,384135,0,0,384135
경상남도,의령군,1360139,17224,6809,5314,5101,2034,1695,256,83,38016,32240,5068,708,857567,10000,799320,48247,0,0,0,0,714,0,91,623,0,0,0,0,129,0,0,129,2377,0,1231,1146,38013,0,37500,513,0,0,0,0,404065,0,0,404065
경상남도,진주시,865366,12516,3084,4607,4825,1569,554,482,533,52524,36831,13233,2460,783045,1010,661404,120631,85,4,14,67,3458,0,0,3458,7,0,0,7,603,0,0,603,8734,0,380,8354,1550,0,0,1550,2,0,0,2,1273,0,0,1273
경상남도,창녕군,2990718,28101,6369,12730,9002,1433,609,530,294,74319,70837,3445,37,2773635,85000,2323245,365390,16,10,0,6,552,0,337,215,0,0,0,0,70,0,13,57,3024,0,892,2132,60630,0,60630,0,0,0,0,0,48938,0,0,48938
경상남도,창원시마산합포구,44567,3232,803,2216,213,889,0,889,0,33430,30340,3090,0,6127,0,6097,30,0,0,0,0,35,0,0,35,0,0,0,0,134,0,134,0,720,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,창원시마산회원구,868,159,44,115,0,0,0,0,0,22,0,0,22,391,0,0,391,0,0,0,0,5,0,0,5,0,0,0,0,6,0,0,6,280,0,280,0,5,0,0,5,0,0,0,0,0,0,0,0
경상남도,창원시의창구,70993,4328,1495,2833,0,2145,527,1618,0,14154,8389,5765,0,50000,0,50000,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,창원시진해구,630,64,0,64,0,0,0,0,0,560,0,560,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,통영시,46368,1353,244,631,478,0,0,0,0,3000,3000,0,0,37415,0,35000,2415,23,0,0,23,1412,0,0,1412,0,0,0,0,0,0,0,0,3164,0,0,3164,1,0,0,1,0,0,0,0,0,0,0,0
경상남도,하동군,355347,16720,3228,7261,6231,1018,755,240,23,26545,15435,4720,6390,73963,0,63445,10518,6,0,0,6,2192,0,30,2162,0,0,0,0,265,0,0,265,3867,0,450,3417,230771,0,186640,44131,0,0,0,0,0,0,0,0
경상남도,함안군,687799,13067,6777,3944,2346,3251,2766,485,0,77865,75865,2000,0,591560,0,591560,0,36,36,0,0,80,0,80,0,0,0,0,0,0,0,0,0,1940,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,함양군,525568,12194,5145,5729,1320,469,355,114,0,50540,41016,9443,81,338403,0,271620,66783,18,0,0,18,1279,0,236,1043,0,0,0,0,162,0,71,91,3174,0,0,3174,118892,0,103300,15592,0,0,0,0,437,0,0,437
경상남도,합천군,1027709,41694,17001,21375,3318,277,65,212,0,160804,136207,24597,0,821139,0,819862,1277,36,0,36,0,320,0,0,320,0,0,0,0,0,0,0,0,3439,0,3439,0,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도,서귀포시,341096,13091,9689,3402,0,283,283,0,0,119273,111450,7823,0,195590,0,195590,0,1113,467,546,100,0,0,0,0,0,0,0,0,25,0,25,0,6491,0,6491,0,5230,0,5230,0,0,0,0,0,0,0,0,0
제주특별자치도,제주시,1460254,18190,11554,6636,0,5364,4506,858,0,382471,335904,46567,0,998294,0,998294,0,9636,6850,2632,154,0,0,0,0,0,0,0,0,75,0,75,0,18224,0,18224,0,28000,0,28000,0,0,0,0,0,0,0,0,0
